-6.35837	2.13056	0.687147	-0.836176	-6.45821	2.21132	-6.305	2.104	0.1874	-0.9823
-6.39187	1.5802	-0.164964	-1.32893	-6.4436	1.5697	-6.2026	1.7176	0.309	-0.9511
-6.12818	1.29427	1.01103	-0.715492	-6.15588	1.33135	-6.0525	1.3471	0.4258	-0.9048
-6.0064	1.13884	0.202532	-0.401343	-6.0613	1.1531	-5.8572	0.9983	0.5358	-0.8443
-5.74954	0.589308	0.483477	-1.41391	-5.55221	0.535736	-5.6197	0.6768	0.6374	-0.7705
-5.24846	0.222136	1.34566	-0.931202	-5.1937	0.2353	-5.3438	0.3876	0.729	-0.6846
-2.79081	-27.0441	8.89245	-72.9465	-4.53316	0.114226	-5.0338	0.1352	0.809	-0.5878
-4.14148	-5.59208	-3.60137	65.1471	-4.739	-0.2664	-4.6946	-0.0764	0.8763	-0.4818
32.3562	8.78518	104.629	10.0976	-3.87677	-0.221576	-4.3316	-0.2437	0.9298	-0.3681
-1.65861	0.820853	-24.9993	-12.7756	-3.8632	-0.1725	-3.9504	-0.3642	0.9686	-0.2487
-4.6047	0.117151	-0.863944	0.761003	-3.84873	-0.637674	-3.5572	-0.4361	0.9921	-0.1254
-3.43941	-0.248484	2.92669	-0.0107396	-3.2257	-0.2125	-3.158	-0.458	1	0
-2.82117	-0.471082	1.13484	-0.628212	-2.86878	-0.523195	-2.7593	-0.4298	0.9921	0.1253
-2.41863	-0.377122	0.972809	0.503162	-2.4264	-0.327	-2.3672	-0.3518	0.9686	0.2487
-1.88934	-0.210033	1.10092	0.392001	-1.70986	-0.188315	-1.988	-0.2253	0.9298	0.3681
-1.84607	0.191247	-0.0406686	1.22895	-1.9209	0.2271	-1.6277	-0.0523	0.8763	0.4817
-1.65626	0.24079	0.482735	0.071538	-1.45841	0.257697	-1.2919	0.1646	0.809	0.5878
-1.15692	0.370145	1.37842	0.445247	-1.1024	0.3815	-0.9859	0.4218	0.729	0.6845
-0.795001	0.771682	0.815843	1.08692	-0.840018	0.835819	-0.7145	0.7153	0.6374	0.7705
-0.646893	1.00935	0.189283	0.387763	-0.6759	0.9765	-0.4821	1.0406	0.5359	0.8443
-0.427366	1.5142	0.760235	0.907345	-0.439588	1.82953	-0.2923	1.3923	0.4258	0.9048
-0.0222715	1.75216	1.06544	0.561976	-0.0042	1.7279	-0.1481	1.7652	0.309	0.951
0.0169752	2.31089	-0.0492763	1.06298	-0.0574337	2.56316	-0.0517	2.1531	0.1874	0.9823
-0.200339	2.63701	-0.701902	0.79598	-0.2318	2.6164	-0.0047	2.5501	0.0628	0.998
-0.0264858	3.01678	0.538006	0.741128	-0.00803265	3.08509	0.0016	2.95	0.0314	0.9995
0.147707	3.48515	0.413	1.22809	0.1402	3.5179	0.0423	3.3476	0.1565	0.9877
0.213176	3.94521	0.130578	0.929233	0.213047	4.03919	0.1326	3.737	0.279	0.9603
0.567284	4.286	1.00365	0.843756	0.6028	4.2823	0.2709	4.1121	0.3972	0.9177
0.608816	4.62998	0.0961623	1.10142	0.558701	4.4681	0.4552	4.4668	0.5091	0.8607
0.735993	4.8838	0.328453	0.578096	0.7421	4.851	0.6825	4.7956	0.6129	0.7901
1.14204	4.89337	1.23379	1.00911	1.02109	4.2952	0.9492	5.0934	0.7071	0.7071
1.24309	5.18162	0.190557	0.667813	1.2014	5.1538	1.2511	5.3554	0.7902	0.6129
1.27889	5.43738	0.0909199	0.672106	1.26846	5.41265	1.5835	5.5775	0.8608	0.509
2.05802	5.91209	2.01682	1.30194	2.1357	5.9667	1.9411	5.7562	0.9178	0.3971
2.41564	6.07285	0.839091	0.391784	2.30093	5.86618	2.3182	5.8886	0.9603	0.279
2.90158	6.00348	1.15458	-0.19234	2.9062	5.9725	2.709	5.9727	0.9877	0.1564
3.05112	6.11626	0.491406	0.626646	2.90371	5.97911	3.1073	6.0072	0.9995	0.0314
3.49263	6.08079	1.0388	-0.0911482	3.5051	6.0475	3.5067	5.9915	0.9956	-0.0941
3.91089	5.81107	1.0239	-0.752205	3.89902	5.75339	3.901	5.9259	0.9759	-0.2182
4.32987	5.55235	1.05868	-0.638118	4.3332	5.5593	4.284	5.8114	0.9409	-0.3388
4.81364	5.50761	0.712447	-0.634756	5.11124	5.86307	4.6496	5.6497	0.891	-0.454
4.92409	5.36339	0.289472	-0.396148	4.9075	5.3681	4.9921	5.4436	0.8271	-0.5621
5.34013	5.16757	0.879923	-0.72003	5.54414	5.28	5.306	5.1961	0.7501	-0.6613
5.52615	4.89445	0.455673	-0.72507	5.5051	4.8868	5.5864	4.9112	0.6613	-0.7501
5.67732	4.48234	0.661591	-0.821121	5.5035	4.33247	5.8289	4.5934	0.5621	-0.8271
6.05266	4.26667	0.98608	-0.51428	6.0753	4.286	6.0297	4.2478	0.454	-0.891
6.4426	3.66877	0.705974	-1.73675	6.54067	3.64571	6.1856	3.8797	0.3387	-0.9409
6.25889	3.33584	-0.461417	-0.97979	6.2035	3.3482	6.2941	3.4949	0.2181	-0.9759
6.47827	2.94901	0.387505	-1.08094	6.74508	3.02026	6.3535	3.0996	0.0941	-0.9956
6.56043	2.64124	0.207761	-0.788357	6.5532	2.6504	6.3629	2.7	-0.0314	-0.9995
6.64915	2.33348	0.368946	-0.717249	6.57615	2.3107	6.3222	2.3024	-0.1564	-0.9877
6.33257	2.12971	-0.919804	-0.576996	6.252	2.1216	6.2319	1.9129	-0.279	-0.9603
6.11166	1.57102	-0.532457	-1.46064	6.13494	1.51694	6.0936	1.5379	-0.3972	-0.9177
5.88203	1.15139	-0.561213	-1.05475	5.8839	1.1663	5.9093	1.1832	-0.5091	-0.8607
5.85834	0.796593	-0.0193562	-0.874285	5.93464	0.813939	5.682	0.8543	-0.6129	-0.7901
5.61954	0.469064	-0.675924	-0.814999	5.576	0.4691	5.4153	0.5566	-0.7071	-0.7071
5.37049	0.540488	-0.326504	0.256921	5.21351	0.574755	5.1134	0.2946	-0.7902	-0.6129
4.85906	0.173252	-1.40181	-0.952816	4.787	0.1283	4.781	0.0725	-0.8607	-0.509
4.61118	0.144589	-0.787796	0.00166623	4.82346	0.207053	4.4234	-0.1062	-0.9178	-0.3971
4.14854	-0.0615489	-1.20079	-0.574088	4.1222	-0.0837	4.0463	-0.2386	-0.9603	-0.279
3.42618	-0.154917	-1.19143	-0.263002	2.98858	-0.134278	3.6555	-0.3228	-0.9877	-0.1564
3.20412	-0.422074	-0.469044	-0.748616	3.2535	-0.444	3.2572	-0.3573	-0.9995	-0.0314
3.11105	-0.445484	-0.529246	0.0614409	3.27283	-0.454206	2.8578	-0.3416	-0.9956	0.0941
2.39958	-0.310603	-1.94327	0.391529	2.3052	-0.2877	2.4635	-0.2759	-0.9759	0.2181
1.97563	-0.143373	-0.819089	0.40125	2.0198	-0.136341	2.0805	-0.1614	-0.9409	0.3387
1.56018	0.0574728	-1.06655	0.533359	1.5434	0.064	1.7149	0.0002	-0.891	0.454
1.13245	0.0832075	-0.902257	0.0786847	1.0099	0.0779163	1.3724	0.2064	-0.8271	0.5621
0.989202	0.237703	-0.295106	0.47648	1.031	0.2596	1.0585	0.4539	-0.7501	0.6613
0.645233	0.676215	-0.679245	1.23677	0.506609	0.511191	0.7781	0.7388	-0.6613	0.7501
0.642934	1.03583	0.154171	0.708373	0.691	1.0159	0.5356	1.0565	-0.5621	0.8271
0.326926	1.53992	-0.611883	1.74122	0.246679	1.24439	0.3348	1.4022	-0.454	0.891
0.288917	1.87682	0.161544	0.614856	0.3184	1.8132	0.1789	1.7703	-0.3387	0.9409
0.046738	2.14606	-0.648182	0.686487	0.0417853	2.11049	0.0704	2.155	-0.2181	0.9759
0.12962	2.61136	0.465942	1.20233	0.1821	2.6496	0.011	2.5503	-0.0941	0.9956
